passage_id,chapter,section,subsection,heading,page,kind,text_clean,word_count
p0583,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Electives,157,table,GCULS 304 Chinese Culture and Ideology in the 20th Century and Now (4 credits); GCULS 305 Translation for Stage and Screen (4 credits); LIT 306 Melodrama East and West (4 credits),31
p0584,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Electives,158,table,"Electives: LIT 307 Digital Storytelling (4 credits); GCULS 401 Games and Culture: Politics, Pleasure and Pedagogy (4 credits); GCULS 402 Digital Tribes (4 credits); MEDIART 405 / GCULS 405 The Curatorial: Theory and Practice (4 credits)",36
p0585,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,,159,text,"The global health major introduces students to global health as an area of study, research, and practice that places a priority on improving health and achieving equity in health for all people worldwide. A synthesis of population-based prevention with individual-level clinical care, global health aims to reduce health disparities through attention to modifiable determinants of health and provision of sustainable health services and human development. As a field of study, global health has emerged from tropical medicine, public health, and international health to encompass the complex transactions between societies that are a defining feature of globalization. Because many global health problems stem from economic, social, environmental, political, and healthcare inequalities, defining these problems and designing solutions is highly interdisciplinary and involves fields that span across health sciences, medicine, and public health, but also that bridge to a broad range of academic fields, including biology, agriculture, anthropology, business, computer science, engineering, environmental sciences, economics, history, law, psychology, public policy, and sociology, among others.",162
p0586,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,,159,text,"To introduce students to this interdisciplinary field, the global health major integrates courses in the natural and social sciences and encourages students to take relevant electives in the humanities.",29
p0587,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,,159,text,"Health issues do not know borders. The advances in transportation and the increasing amount of human travel propels nations to address health issues in a timely manner and more deeply than ever before. Given the size of China’s population and its geographic location, there is no better place for students to immerse themselves in the study of global health. Every nation has faced challenges related to global health: from HIV/AIDS to Ebola, COVID-19, and SARS, as well as health issues that arise from poverty, famine and natural disasters. The opportunity for students to study these issues in China will not just provide a generation of global health experts for China itself, but also for the entire world.",117
p0588,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,,159,text,"The Biology track within the Global Health major is designed for students interested in a biological perspective on global health, in particular cell and molecular biology, infectious diseases, microbiology, and anatomy and physiology. The track is designed to encourage breadth in the life sciences but also allows students to acquire depth in a chosen area of scientific concentration through the choice of electives, as is encouraged for students who desire to pursue graduate studies or intend to pursue a career in research. The Public Policy track is designed for students most interested in the social, cultural, economic, and political aspects of global health. The track provides a healthy balance between basic sciences and public policy aspects to prepare graduates for translating this knowledge into meaningful action and innovative policy solutions.",130
p0591,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Interdisciplinary Courses,160,table,Interdisciplinary Courses: GLHLTH 101 Introduction to Global Health (4 credits); GLHLTH 201 Global Health Ethics (4 credits); GLHLTH 302 Social Determinants of Health (4 credits); And choose one from the following three courses; GLHLTH 203 Global Disease Control Programs and Policies (4 credits); GLHLTH 303 Global Comparative Health Care Systems (4 credits); GLHLTH 304 Global Health Governance and Policy (4 credits); And choose one from the following four courses; GLHLTH 110 Ecosystem Health and Human Well-Being (4 credits),78
p0592,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Interdisciplinary Courses,161,table,Interdisciplinary Courses: GLHLTH 305 Biological Basis of Disease (4 credits); GLHLTH 306 Evolution of Health and Disease (4 credits); GLHLTH 307 Global Mental Health (4 credits),26
p0595,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Electives,161,table,"Electives: BIOL 203 Molecular, Behavioral and Social Evolution: Evolution of Genomes, Traits, Behaviors and Societies (4 credits); GLHLTH 301 Global Health Research Methods (4 credits); INFOSCI 302 Introduction to Geographical Information Science (4 credits); BIOL 306 Cell Signaling and Diseases (4 credits); ENVIR 306 Water Pollution (4 credits); BIOL 307 Cancer Genetics (4 credits)",54
p0596,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Electives,162,table,Electives: BIOL 308 Evolution of Infectious Diseases (4 credits); BIOL 309 Comparative Vertebrate Anatomy (4 credits); BIOL 310 Developmental Biology (4 credits),22
p0597,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Divisional Foundation Courses,163,table,Divisional Foundation Courses: SOSC 101 Foundational Questions in Social Science (4 credits); SOSC 102 Introduction to Research Methods (4 credits); BIOL 110 Integrated Science - Biology (4 credits); And choose one of the following two math courses; MATH 101 Introductory Calculus (4 credits); MATH 105 Calculus (4 credits),48
p0601,Part 10: Majors and Courses,Majors (listed in alphabetical order),Global Health with Tracks in Biology and Public Policy,Electives,164,table,"Electives: PUBPOL 102 Introduction to the United States Health Care System (4 credits); GCULS 108 Science, Culture, and Politics (2 credits); GLHLTH 202 Media and Health Communication (4 credits); PUBPOL 220 Introduction to Regulatory Governance (4 credits); GLHLTH 301 Global Health Research Methods (4 credits); INFOSCI 302 Introduction to Geographical Information Science (4 credits); PUBPOL 305 War and Public Health in Africa (4 credits); ENVIR 306 Water Pollution (4 credits); PUBPOL 306 International Development and Poverty (4 credits); SOCIOL 306 Contemporary Population Problems (4 credits); PUBPOL 317 Plastic Planet: Pollution and Solutions (4 credits); PUBPOL 318 How to Change the World: The Role of Non-State Actors (4 credits); SOSC 320 Data in the World: Applied Social Statistics (4 credits)",119
p0602,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",,165,text,"The Institutions and Governance major enables students to study the formal and informal rules that societies use to govern themselves at the local, national, and global levels. By focusing on institutions and governance as a guiding framework, students can better understand the dynamics of wealth and poverty, innovation versus technological/economic stagnation, and stability versus turmoil in different states and societies. Students in this major will be exposed to the deep political science, economic, sociological, historical and anthropological explorations of institutional designs in a variety of constructs, such as governments, interest groups and social movements, media, and religion, among others. By their senior year, students will be able to speak authoritatively on the comparative theory of institutions, the history of institutional and policy development, the drivers of institutional change, and distributional effects of institutional choices. Particular attention will be paid to the challenges of governance, such as the processes and structures that societies adopt to manage their collective affairs, with an emphasis on the implementation and evaluation of government programs.",169
p0603,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",,165,text,"The world is more and more interconnected at a variety of levels and students are going to need a better understanding of the institutions that govern this global integration. The more that students can identify, analyze and engage with global institutions and understand their governing processes, the more they will be able to navigate these complexities. This focus in Institutions and Governance will prepare students for a variety of careers requiring expertise in public administration, international development, political risk analysis, multinational investment and work in the nonprofit sector at both the domestic and international levels. Students can choose among three disciplinary tracks: Economics, Political Science, or Public Policy.",108
p0605,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Divisional Foundation Courses,166,table,Divisional Foundation Courses: SOSC 101 Foundational Questions in Social Science (4 credits); And choose one from the following two courses; MATH 101 Introductory Calculus (4 credits); MATH 105 Calculus (4 credits),31
p0606,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Interdisciplinary Courses,166,table,Interdisciplinary Courses: STATS 101 Introduction to Applied Statistical Methods (4 credits); POLSCI 201 Political Institutions and Processes (4 credits); GCHINA 202 Modern Chinese Politics (4 credits); ETHLDR 203 Conceptions of Democracy and Meritocracy (4 credits); POLSCI 307 Political Economy of Institutions (4 credits); POLSCI 308 Global Governance (4 credits); INSTGOV 490 Senior Seminar: Advanced Topics (4 credits),57
p0609,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Electives,167,table,Electives: POLECON 105 China and the Global South (2 credits); PUBPOL 106 Urbanizing China: Spatial and Social Dynamics in Chinese Cities (2 credits); COMPSCI 206 /ECON 206 Computational Microeconomics (4 credits); POLECON 211 Risk Analysis and Forecasting (2 credits); PUBPOL 220 Introduction to Regulatory Governance (4 credits); ECON 211 Intelligent Economics: An Explainable AI approach (4 credits); ECON 301 Health Economics (4 credits); ECON 302/ ENVIR 302 Environmental Economics & Policy (4 credits); ECON 303 Financial Institutions (4 credits); ECON 304 Economic Growth (4 credits); ECON 307 History of Monetary & International Crises (4 credits); ECON 308 Economic History and Modernization of the Islamic Middle East (4 credits),108
p0610,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Electives,168,table,"Electives: ECON 309 Behavioral Finance (4 credits); ECON 310 Urban Economics (4 credits); MATH 316 / ECON 316 Discrete Time Finance (4 credits); PUBPOL 318 How to Change the World: The Role of Non-State Actors (4 credits); ECON 333/ SOSC 333 Social and Economic Networks (4 credits); ECON 401 Competitive Strategy & Industrial Organization (4 credits); POLECON401 /GCHINA 401 Political Economy of the Chinese Reform (4 credits); ECON 402 International Finance (4 credits); ECON 404/ ENVIR 404 Environmental Justice: The Economics of Race, Place and Pollution (4 credits)",88
p0613,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Disciplinary Courses,169,table,"Disciplinary Courses: POLSCI 101 International Politics (4 credits); ETHLDR 202 Ethics, Markets and Politics (4 credits); PUBPOL 301 Political Analysis for Public Policy (4 credits); POLSCI 301 Program Evaluation (4 credits); POLSCI 302 Public Opinion (4 credits)",37
p0615,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Electives,170,table,"Electives: POLSCI 102 Social Choice and Democracy (4 credits); POLSCI 105 Contemporary Political Ideologies (2 credits); POLECON 105 China and the Global South (2 credits); POLSCI 106 Political Rhetoric, Crisis, and Leadership (2 credits); ETHLDR 108 Democracy and Inclusion: Hopes, Prospects, Dilemmas (2 credits); WOC 201 Academic Writing 1: Argumentation Across Disciplines (2 credits); HIST 202 World History and Global Interactions (4 credits); POLECON 202 The Politics of International Economic Relations: America in the World Economy (4 credits); GCHINA 202 Modern Chinese Politics (4 credits); POLSCI 204 The U.S. Constitution and its Critics (4 credits); CULMOVE 206 Ethnic and Religious Diversity in the Middle East (4 credits); POLSCI 208 Political and Social Inequality (4 credits); POLSCI 209 Democratic Erosion (2 credits); POLSCI 210 International Relations in East Asia (4 credits); POLECON 211 Risk Analysis and Forecasting (2 credits); POLSCI 211/LIT 211 Politics and Literature (4 credits); POLSCI 212 Pathologies of Modern Society: Foundational Ideas (4 credits); POLSCI 213 Populism (2 credits); CULANTH 214/ POLSCI 214 Authoritarianism and the Struggle for Democracy in Latin America (4 credits);",176
p0616,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Electives,170,table,POLSCI 216 War and Peace: Foundations of the International Political Order (2 credits),13
p0617,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Electives,171,table,"Electives: POLSCI 219/ PUBPOL 219 The U.S. Legal System: Lawyers, Judges, Lawmakers, & Bureaucrats (4 credits); PUBPOL 220 Introduction to Regulatory Governance (4 credits); POLSCI 303 International Politics of East Asia (4 credits); POLSCI 311/ SOCIOL 311 /PHIL 311 The Political and Social Thought of Hannah Arendt (4 credits); POLSCI 312 Islamic Political Thought (4 credits); POLSCI 313 /PSYCH 313 Political Psychology (4 credits); CULANTH 314 /POLSCI 314 Refugees and the Biopolitics of Citizenship (4 credits); POLSCI 315 American Politics in Comparative Perspective (4 credits); PUBPOL 316/ HIST 316 The Modern Regulatory State (4 credits); PUBPOL 317 Plastic Planet: Pollution and Solutions (4 credits); PUBPOL 318 How to Change the World: The Role of Non-State Actors (4 credits); SOSC 320 Data in the World: Applied Social Statistics (4 credits); ECON 333/ SOSC 333 Social and Economic Networks (4 credits); POLECON 401 /GCHINA 401 Political Economy of the Chinese Reform (4 credits)",151
p0620,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Disciplinary Courses,172,table,Disciplinary Courses: PUBPOL 101 Introduction to Policy Analysis (4 credits); PUBPOL 301 Political Analysis for Public Policy (4 credits); PUBPOL 303 Policy Choice as Value Conflict (4 credits); PUBPOL 315/ECON 315 Economics of the Public Sector (4 credits); Choose one course from the following two courses; ECON 201 Intermediate Microeconomics I (4 credits); PUBPOL 304 Microeconomic Policy Tools (4 credits),60
p0622,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Electives,173,table,"Electives: POLECON 105 China and the Global South (2 credits); PUBPOL 106 Urbanizing China: Spatial and Social Dynamics in Chinese Cities (2 credits); POLSCI 107 Political Psychology (2 credits); ETHLDR 108 Democracy and Inclusion: Hopes, Prospects, Dilemmas (2 credits); POLSCI 204 The U.S. Constitution and its Critics (4 credits); CULMOVE 206 Ethnic and Religious Diversity in the Middle East (4 credits); POLECON 211 Risk Analysis and Forecasting (2 credits); PUBPOL 213 Authoritarian Regimes (4 credits); POLSCI 213 Populism (2 credits); CULANTH 214/ POLSCI 214 Authoritarianism and the Struggle for Democracy in Latin America (4 credits); POLSCI 219/ PUBPOL 219 The U.S. Legal System: Lawyers, Judges, Lawmakers, & Bureaucrats (4 credits); PUBPOL 220 Introduction to Regulatory Governance (4 credits); PUBPOL 308 Managing the Oceans to Solve Global Problems (4 credits); PUBPOL 309 War and Public Health in Africa (4 credits); PUBPOL 311 Economic and Political History of the European Union (4 credits); CULANTH 314 /POLSCI 314 Refugees and the Biopolitics of Citizenship (4 credits); POLSCI 315 American Politics in Comparative Perspective (4 credits);",172
p0623,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Electives,173,table,PUBPOL 316/HIST 316 The Modern Regulatory State (4 credits); PUBPOL 317 Plastic Planet: Pollution and Solutions (4 credits); PUBPOL 318 How to Change the World: The Role of Non-State Actors (4 credits),32
p0624,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Institutions and Governance with tracks in Economics, Political Science, and Public Policy",Electives,174,table,Electives: SOSC 320 Data in the World: Applied Social Statistics (4 credits); ECON 333/ SOSC 333 Social and Economic Networks (4 credits); POLECON 401 /GCHINA 401 Political Economy of the Chinese Reform (4 credits); PUBPOL 410 Counterterrorism Law and Policy (4 credits),42
p0625,Part 10: Majors and Courses,Majors (listed in alphabetical order),Materials Science with tracks in Chemistry and Physics,,175,text,"Many of tomorrow’s innovations in fields such as fast computing, renewable energy generation, batteries, plastics, textiles, and transportation will rely on the unique and novel properties of materials. The development of such materials requires integrated knowledge in physics, chemistry, and biology, along with advanced mathematics and computation. The Materials Science major introduces students to the interdisciplinary study in materials science, which includes atomic and molecular structure, mechanical and thermodynamic properties, electric and magnetic properties, and fabrication methods and applications, together with disciplinary training in either physics or chemistry.",88
p0626,Part 10: Majors and Courses,Majors (listed in alphabetical order),Materials Science with tracks in Chemistry and Physics,,175,text,"This major can prepare students for advanced studies in various departments in graduate school such as physics, chemistry, materials science and mechanical engineering, chemical engineering, electrical engineering, etc. Within the requirements of this major, student have the flexibility to design a curriculum that emphasizes more on one particular field of study, for example, physics, chemistry or materials science. Students with more interests in industrial positions can also customize their backgrounds for domestic and international manufacturers or companies specializeing in automobiles, aircrafts, batteries, cosmetics, pharmaceuticals, electronics, etc.",86
p0629,Part 10: Majors and Courses,Majors (listed in alphabetical order),Materials Science with tracks in Chemistry and Physics,Interdisciplinary Courses,176,table,"Interdisciplinary Courses: MATSCI 201 Fundamentals of Materials Science (4 credits); MATSCI 301 Materials Synthesis and Characterization (Lab) (4 credits); MATSCI 302 Electronic, Optical and Magnetic Properties of Materials (4 credits); MATSCI 401 Mechanical Properties of Materials (4 credits)",38
p0632,Part 10: Majors and Courses,Majors (listed in alphabetical order),Materials Science with tracks in Chemistry and Physics,Electives,177,table,Electives: CHEM 130 Science of Cooking (4 credits); MATSCI 303 Phase Transformations (4 credits); ENVIR 304 Environmental Chemistry and Toxicology (4 credits); PHYS 310 Physics of Particulate Materials (4 credits); CHEM 315/ ENVIR 315 Aqueous Geochemistry (4 credits); ENVIR 402 Chemical Transformation of Environmental Contaminants (4 credits); MATSCI 402 Introduction to Nanoscale Functional Materials (4 credits); PHYS 402 Solid State and Soft Matter Physics (4 credits); CHEM 403 Advanced Topics in Physical Chemistry (4 credits); MATSCI 403 Quantum Physics for Materials Science (4 credits); MATSCI 404 Polymers and Biomaterials (4 credits); CHEM 410 Introduction to Materials Chemistry (4 credits),99
p0635,Part 10: Majors and Courses,Majors (listed in alphabetical order),Materials Science with tracks in Chemistry and Physics,Disciplinary Courses,179,table,Disciplinary Courses: PHYS 122 General Physics II (4 credits); MATH 201 Multivariable Calculus (4 credits); PHYS 201 Optics and Modern Physics (4 credits); MATH 202 Linear Algebra (4 credits); PHYS 302 Thermal and Statistical Physics (4 credits); PHYS 405 Advanced Physics Laboratory and Seminar (4 credits); And choose two from the following courses; PHYS 301 Classical Mechanics (4 credits); PHYS 304 Electricity and Magnetism (4 credits); PHYS 401 Quantum Mechanics (4 credits),72
p0637,Part 10: Majors and Courses,Majors (listed in alphabetical order),Materials Science with tracks in Chemistry and Physics,Electives,179,table,Electives: PHYS 101 Frontiers of 21st Century Physics (4 credits); PHYS 105 The Science of Asian Sound (4 credits); PHYS 134 Introductory Astronomy (4 credits); COMPSCI 201 Introduction to Programming and Data Structures (4 credits); MATSCI 202 Mathematical Methods for Materials Science (4 credits); MATH 205 Probability and Statistics (4 credits); MATH 303 ODE and Dynamical Systems (4 credits); MATSCI 303 Phase Transformations (4 credits); PHYS 310 Physics of Particulate Materials (4 credits),73
p0638,Part 10: Majors and Courses,Majors (listed in alphabetical order),Materials Science with tracks in Chemistry and Physics,Electives,180,table,Electives: MATSCI 402 Introduction to Nanoscale Functional Materials (4 credits); PHYS 402 Solid State and Soft Matter Physics (4 credits); MATSCI 403 Quantum Physics for Materials Science (4 credits); MATSCI 404 Polymers and Biomaterials (4 credits); PHYS 403 Introduction to Nuclear and Particle Physics (4 credits); PHYS 404 Nonlinear Dynamics (4 credits),52
p0639,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,,181,text,"The Media and Arts major captures the breadth of both media as a communications process and art as creative and documentary expressions. By exploring the history of media and arts as well as emerging technologies and cultures, students in this major will gain a depth of understanding that is broadly applicable to future life choices. Media studies might include communications studies, journalism, science, technology and society at the local, as well as national and global levels. Arts studies might address visual art in film, photography, and sound; music; theater; and literature. The intersection of media and arts will provide both a well-rounded foundation as well as the opportunity to immerse oneself in a particular field of study or practice.",119
p0640,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,,181,text,"Understanding of media and the arts is foundational to the concept of interdisciplinarity that is the basis for a liberal arts education at Duke Kunshan University. On the one hand, exposure to the arts provides for the complete student: a well-rounded individual who is able to see the world in both its breadth and depth, thus creatively seeking, discovering and implementing solutions to global problems. In particular, the documentary arts intersect history with creativity; the understanding of cultural tradition with the artistic imagination. On the other hand, media literacy is not a luxury. In this interconnected world, it is a necessity. Students in this major will gain a more complete understanding of the evolution of media, broadly defined, and how the media and media systems of today interact with the institutions, individuals and ideas in society.",136
p0641,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,,181,text,"The Media and Arts major has two tracks: 1) Art History and 2) Creative Practice. The Art History track provides a mixture of humanities and social science approaches to understanding media and arts, creating a foundation for work in the field or further graduate-level study. The Creative Practice track will focus on providing opportunities for students to create the media and arts that interest them, with a strong academic foundation.",70
p0644,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,Interdisciplinary Courses,182,table,"Interdisciplinary Courses: MEDIART 101 Introduction to Media Studies and the Arts (4 credits); MEDIART 210 Media and Arts Practicum (4 credits); MEDIART 211 Media, Arts and Critical Theory (4 credits); MEDIART 390 Junior Seminar: Advanced Topics (4 credits); MEDIART 490 Senior Seminar: Advanced Topics; And choose one from the following three History courses; HIST 207 History of Media Art (4 credits); HIST 210 Global Art History (4 credits); HIST 220 Global Media History (4 credits); And choose one from the following four Creative Practice courses; MEDIART 103 Introduction to Moving Image Practice (4 credits); MEDIART 104 Introduction to Photography (4 credits); MEDIART 110 Audio Documentary & Storytelling (4 credits); MEDIART 111 Archive (4 credits)",114
p0645,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,Disciplinary Courses,183,table,"Disciplinary Courses: HIST 201 History Methods and Research (4 credits); HIST 106 Art History 1 (4 credits); CULANTH 201 New Media and Society (4 credits); And one 4-credit course (200-400 level) among the electives recommended for this major (4 credits); And one 4-credit non-Art History course (100-400 level) (i.e., any history course not listed among the electives recommended for this major) (4 credits)",63
p0647,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,Electives,183,table,"Electives: MEDIART 106 The Visual Culture of News, Past and Present (4 credits); MEDIART 109 Introduction to Visual Culture (4 credits); MEDIART 112 Race on Film (2 credits); MEDIART 114 Film Musicals and Musical Films (2 credits); GCULS 201 Culture and Industry (4 credits); GCHINA 203 Visual China (4 credits); HIST 207 History of Media Art (4 credits); MEDIART 208 Comparative Media Systems and Chinese Mass Media (4 credits); LIT 208 From Cool Japan to the Korean Wave: Popular Culture from East Asia (4 credits); HIST 210 Global Art History (4 credits); MEDIART 215 Documenting City Life (2 credits); MEDIART 216 Performance, Embodiment and Cultural Memory (4 credits); HIST 217 /MEDIART 217 Ancient and Imperial Chinese Art (4 credits)",119
p0648,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,Electives,184,table,Electives: HIST 220 Global Media History (4 credits); POLSCI 302 Public Opinion (4 credits); GCULS 305 Translation for Stage and Screen (4 credits); MEDIART 307 International Communication (4 credits); MEDIART 405/ GCULS 405 The Curatorial: Theory and Practice (4 credits),40
p0651,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,Disciplinary Courses,186,table,"Disciplinary Courses: MEDIART 109 Introduction to Visual Culture (4 credits); MEDIART 202 Ideas, Imagination, and Creativity (4 credits); Practicum course I: Choose one 4-credit course from the list of 200 level creative practice courses in the electives (4 credits); Practicum course II: Choose one 4-credit course from the list of 300 level creative practice courses in the electives (4 credits); Practicum III: Choose one 4-credit course from any other 200 level or above creative practice elective course (4 credits)",79
p0653,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,Electives,186,table,Electives: INFOSCI 104 Digital Design (4 credits); MEDIART 105 Introduction to Film Studies (4 credits); MEDIART 108 / LIT 108 Love and Dreams on the Chinese Stage (2 credits); LIT 109 Writing Stories for Children (2 credits); MEDIART 112 Race on Film (2 credits); MEDIART 113 Exploring Music (2 credits); MEDIART 114 Film Musicals & Musical Films (2 credits); INFOSCI 201 Interaction & Physical Computing (4 credits); MEDIART 203 Audio Documentary (4 credits); MEDIART 204 The Photographic Essay (4 credits); MEDIART 205 Digital Imaging (4 credits); MEDIART 206 Computer Graphics (4 credits); MEDIART 207 Creative Writing and Elements of Story (4 credits),102
p0654,Part 10: Majors and Courses,Majors (listed in alphabetical order),Media and Arts with tracks in Art History and Creative Practice,Electives,187,table,Electives: MEDIART 212 Editing for Film and Video (4 credits); MEDIART 215 Documenting City Life (2 credits); MEDIART 218 Music and Cinema (4 credits); MEDIART 301 Experimental Filmmaking (4 credits); MEDIART 302 Contemporary Documentary Film (4 credits); MEDIART 303 Documentary Photography and the Cultural Landscape (4 credits); MEDIART 304 The On-Going Moment: Presentations of Time in Still and Moving Images (4 credits); MEDIART 305 Producing Docu-Fiction (4 credits); MEDIART 306 Foundations of Interactive Game Design (4 credits); MEDIART 310 Screenwriting (4 credits); MEDIART 311 Cinematography (4 credits); MEDIART 312 Graphic Design in Motion (4 credits); MEDIART 313 Sports Documentary (4 credits); MEDIART 405/ GCULS 405 The Curatorial: Theory and Practice (4 credits),112
p0655,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",,188,text,"All biological sciences rest on two central principles – all organisms and their characteristics are the product of evolution, and all life processes have a physical and chemical basis. Simply put, at the most fundamental level, there is a shared molecular basis of life. Despite the astonishing diversity of living organisms, from bacteria living in deep ocean hydrothermal vents to cherry trees flowering in the spring to complex modern humans shaping the world around us, many features of all organisms at the cellular and molecular levels are fundamentally similar because of shared evolutionary history. Discoveries of fundamental molecular mechanisms in one species - a bacteria or fungus or fruit fly, for example - often apply to other distantly related organisms like humans. Solving many of the most perplexing and challenging biological, agricultural, medical, societal, and environmental problems in today’s world requires a broad and deep understanding of the molecular basis of life.",152
p0656,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",,188,text,"The highly interdisciplinary field of molecular bioscience seeks to understand at the level of atoms and molecules how living things acquire energy and chemical nutrients from their environment, how they use that energy to fuel the basic biochemical reactions and cellular functions required for life, how they use molecular information encoded in their DNA to grow, survive, and reproduce, and how their metabolic and biochemical processes transform the environment in which we all live.",74
p0657,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",,188,text,"The broad goal of molecular bioscience, to understand the mechanisms of life processes at the physical, chemical, and cellular levels, requires students to integrate knowledge from several disciplines that traditionally are treated as separate realms of knowledge. Molecular bioscience is at the intersection of biology, chemistry, and physics, but most undergraduate programs require that students focus on one discipline at the exclusion of the other two. In contrast, the Molecular Bioscience major at DKU is designed to integrate fully the fields of biology, chemistry, and physics throughout the major’s course of study, so DKU students trained in molecular bioscience will be better prepared to understand and make fundamental advances on the tremendous challenges facing our current and future generations in human health, agriculture, biotechnology, and global environmental change.",128
p0658,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",,188,text,"Through the required interdisciplinary introductory courses including Biochemistry, Biophysics, Genetics and Evolution, and Biomedical Ethics, all molecular bioscience students will gain core foundational knowledge and skills that uniquely will enable them to pursue one of four more specialized tracks of courses that focus some of the most exciting fields of science today.",52
p0659,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",,188,text,"Students who choose the Cell and Molecular Biology track, for example, will learn of stunning new discoveries of how cells work at the molecular level, and how that knowledge is critical for advances in cancer biology and medicine, pharmacology, biochemistry, virology, immunology, developmental biology, and the Biotech industries.",48
p0660,Part 10: Majors and Courses,Majors (listed in alphabetical order),"Molecular Bioscience with Tracks in Biogeochemistry, Biophysics, Cell and Molecular Biology, Genetics and Genomics",,188,text,"The Genetics and Genomics track will provide students with deep insight into how the explosive fields of functional genomics, bioinformatics, and computational biology are revolutionizing our understanding of life. Students will learn how genomics is revealing the complex and highly orchestrated mechanisms that organisms use to regulate genes and genomes, how genomes evolve via population genomic processes, and how new methods like DNA editing promise to transform medicine, agriculture, and our understanding of basic biological processes.",76
