passage_id,chapter,chapter_num,chapter_short,section,subsection,heading,matrix_section,page,kind,text,word_count,cluster,cluster_name,x,y,neighbors,neighbor_sims,section_typicality
p0514,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Environmental Science with tracks in Biogeochemistry, Biology, Chemistry, and Public Policy",Electives,Environmental Science,131,table,Electives: SOSC 320 Data in the World: Applied Social Statistics (4 credits); ENVIR 403 Energy Economics and Policy (4 credits),20,0,Humanities & Social Sci. Electives,11.1688,8.3672,p0624|p0424|p0728|p0708|p0610,0.811|0.727|0.719|0.713|0.685,0.6342999935150146
p0515,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",,Ethics and Leadership,132,text,"The human sciences have made significant advances in understanding what makes for effective leaders and organizations and the qualities of character needed to make sound decisions. For example, social and organizational psychology and history have identified qualities of leaders and group dynamics that foster loyalty, trust, and creativity. Political science, economics and history have explored different models for supportive and regulatory relationships between governments and markets. Expertise of this kind is crucial for enabling leaders to deal with the challenges posed by globalization, climate change, and profound changes in technology that are drastically altering the kinds of work available in a constantly changing economy.",104,9,Major Overviews & Tracks,8.0456,7.8388,p0516|p0517|p0603|p0617|p0687,0.565|0.553|0.465|0.433|0.430,0.49729999899864197
p0516,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",,Ethics and Leadership,132,text,"The Ethics and Leadership major meets a critical need to integrate such expertise from the human sciences with the best of thought from philosophy, religion, psychology, and literature about the ultimate ends of human life, about right and wrong, rights, duties and the common good. Leaders need the ability to see, frame, and think wisely about the ethical issues that confront them. The major is not just for those who aspire to hold political office or high-ranking positions within various organizations. Citizens or members of organizations should have thoughtful and informed conceptions of what makes a good leader, so that they may choose wisely or be prepared to become one. People often serve as leaders or co-leaders in smaller groups within their organizations. People find themselves in social contexts where they may be called upon to lead, and they may decide to do so simply not because they desired to be leaders all along, but because they are needed.",159,9,Major Overviews & Tracks,7.9169,7.8431,p0517|p0518|p0515|p0353|p0603,0.674|0.594|0.565|0.544|0.463,0.580299973487854
p0517,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",,Ethics and Leadership,132,text,"This interdisciplinary major, drawing from fields such as philosophy, political theory, history, literature, religion, and the social and natural sciences, seeks to provide students with the specific expertise that is needed to address issues such as global health, pollution and the environment or regulation of corporations and markets. Students will be encouraged and guided in the task of framing specific expertise with a broader and deeper framework of thinking about what kinds of leaders and citizens they should be, and what their ultimate values ought to be. The major will encourage them to know more and to think more deeply about their own cultural tradition, but also will take them through different traditions of thought about how to make ethical decisions, about the virtues of leaders, the virtues of those they lead, and the right relationship between the two.",139,9,Major Overviews & Tracks,8.0891,7.9328,p0518|p0516|p0586|p0603|p0457,0.722|0.674|0.625|0.622|0.620,0.737500011920929
p0518,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",,Ethics and Leadership,132,text,"Students will be encouraged to identify and form views about the differences as well as the similarities between different cultural traditions of thought about these matters, as well as about ultimate values that go into thinking about justice and the good life and how such values relate to conceptions of human spirituality, the divine, and the sacred, how this affects the way human beings relate to one another and with the natural world. Such global perspectives, rooted in one’s own traditions, are more than ever crucial for leadership. Students can choose among three disciplinary tracks: Philosophy, Religious Studies, and Public Policy.",101,9,Major Overviews & Tracks,7.8521,7.8847,p0517|p0516|p0534|p0353|p0348,0.722|0.594|0.576|0.535|0.529,0.6794000267982483
p0521,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",Interdisciplinary Courses,Ethics and Leadership,133,table,"Interdisciplinary Courses: ETHLDR 101 Ethics and Leadership (4 credits); ETHLDR 202 Ethics, Markets, and Politics (4 credits); ETHLDR 203 Conceptions of Democracy and Meritocracy (4 credits); ETHLDR 390 Junior Seminar: Advanced Topics (4 credits); ETHLDR 490 Senior Seminar: Advanced Topics (4 credits); And choose two courses from the following six courses; ETHLDR 204 Environmental Ethics (4 credits); ETHLDR 205 Trust and Cross-Cultural Leadership (4 credits); ETHLDR 206 Global Justice and Health Care (4 credits); ETHLDR 209 The Psychology of Justice (4 credits); ETHLDR 301 Ethics of Nudging (4 credits); ETHLDR 302 The Sociology of Morality and Politics (4 credits)",99,3,Humanities & Social Sci. Major Courses,10.7547,7.7596,p0530|p0613|p0697|p0559|p0713,0.739|0.728|0.726|0.717|0.706,0.8306000232696533
p0522,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",Disciplinary Courses,Ethics and Leadership,134,table,Disciplinary Courses: PHIL 101 Introduction to Western Philosophy (4 credits); PHIL 102 Introduction to Classical Chinese Philosophy (4 credits); PHIL 105 History of Modern European Philosophy (4 credits); PHIL 204 Theory of Knowledge (4 credits); PHIL 205 Logic (4 credits),40,3,Humanities & Social Sci. Major Courses,10.4993,7.3233,p0524|p0534|p0556|p0567|p0725,0.767|0.743|0.724|0.686|0.679,0.7032999992370605
p0524,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",Electives,Ethics and Leadership,134,table,"Electives: PHIL 103 Chinese and Mediterranean Philosophy (4 credits); PHIL 106 Global Philosophy (4 credits); PHIL 107 What’s the Right Thing to Do? Ethics and Justice in the Modern World (4 credits); ETHLDR 108 Democracy and Inclusion: Hopes, Prospects, Dilemmas (2 credits); GCULS 108 Science, Culture, and Politics (2 credits); PHIL 108 Philosophy and Ethics of Artificial Intelligence (2 credits); PHIL 109 Philosophy Through Computer Science (2 credits); PHIL 110 Philosophy and Sport (2 credits); PHIL 111 Non-Human Animal Ethics (2 credits); PHIL 112 Thinking and Doing (2 credits); PHIL 202 Problems in Philosophy of Science (4 credits); POLSCI 204 The U.S. Constitution and its Critics (4 credits); PHIL 206 Climate Change Ethics (2 credits); PHIL 301 Philosophy of Mind (4 credits)",122,0,Humanities & Social Sci. Electives,10.8274,7.4177,p0556|p0522|p0567|p0530|p0536,0.939|0.767|0.761|0.749|0.710,0.8179000020027161
p0525,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",Electives,Ethics and Leadership,135,table,Electives: POLSCI 311/ SOCIOL 311 /PHIL 311 The Political and Social Thought of Hannah Arendt (4 credits); POLSCI 312 Islamic Political Thought (4 credits); POLSCI 313 /PSYCH 313 Political Psychology (4 credits),32,0,Humanities & Social Sci. Electives,11.223,7.8089,p0728|p0424|p0556|p0530|p0536,0.893|0.751|0.717|0.679|0.661,0.739300012588501
p0526,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",Divisional Foundation Courses,Ethics and Leadership,136,table,Divisional Foundation Courses: ARHU 101 The Art of Interpretation: Written Texts (4 credits); SOSC 101 Foundational Questions in Social Science (4 credits); SOSC 102 Introduction to Research Methods (4 credits),30,3,Humanities & Social Sci. Major Courses,9.57,8.5627,p0471|p0557|p0459|p0571|p0605,0.966|0.878|0.851|0.788|0.708,0.7078999876976013
p0530,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",Electives,Ethics and Leadership,137,table,"Electives: ETHLDR 108 Democracy and Inclusion: Hopes, Prospects, Dilemmas (2 credits); GCULS 108 Science, Culture, and Politics (2 credits); POLSCI 204 The U.S. Constitution and its Critics (4 credits); PUBPOL 110 Introduction to Human Rights (4 credits); PUBPOL 215 Law, Ethics and Responsibility (4 credits); PUBPOL 217 Enterprising Leadership (4 credits); PUBPOL 218 Ethics in an Unjust World (4 credits); PUBPOL 220 Introduction to Regulatory Governance (4 credits); PUBPOL 310 Family Rights and Human Rights (2 credits); PUBPOL 312 News as Moral Battleground (4 credits); POLSCI 313 /PSYCH 313 Political Psychology (4 credits)",93,0,Humanities & Social Sci. Electives,11.2324,7.5947,p0733|p0727|p0706|p0524|p0613,0.795|0.761|0.750|0.749|0.742,0.8108999729156494
p0531,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",Electives,Ethics and Leadership,138,table,Electives: PUBPOL 317 Plastic Planet: Pollution and Solutions (4 credits); PUBPOL 318 How to Change the World: The Role of Non-State Actors (4 credits),24,0,Humanities & Social Sci. Electives,11.4739,8.5085,p0513|p0708|p0623|p0610|p0601,0.827|0.819|0.817|0.746|0.741,0.667900025844574
p0534,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",Disciplinary Courses,Ethics and Leadership,140,table,"Disciplinary Courses: RELIG 101 Comparative Religious Studies (4 credits); RELIG 106 Religion and Leadership (4 credits); RELIG 201 Confucianism, Daoism and Buddhism (4 credits); RELIG 203 Judaism, Christianity, and Islam (4 credits); RELIG 302 Religious and Philosophical Thought on the Environment (4 credits)",43,3,Humanities & Social Sci. Major Courses,10.3194,7.2927,p0536|p0567|p0522|p0467|p0462,0.766|0.748|0.743|0.715|0.693,0.7782999873161316
p0536,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Ethics and Leadership with tracks in Philosophy, Public Policy, Religious Studies",Electives,Ethics and Leadership,140,table,Electives: RELIG 102 Prophets and Priests (4 credits); RELIG 103 Law and Revelation (4 credits); RELIG 104 Myth and Nation (4 credits); RELIG 105 Gods and People (4 credits); RELIG 107 Readings in Religious Literature (2 credits); RELIG 202 Modern Buddhism (4 credits); RELIG 204 The Problem of Evil (4 credits); CULMOVE 206 Ethnic and Religious Diversity in the Middle East (4 credits); RELIG 303 The Human Condition (4 credits); RELIG 304 Ethics in Religious Perspective (4 credits); POLSCI 312 Islamic Political Thought (4 credits); POLSCI 313 / PSYCH 313 Political Psychology (4 credits),94,0,Humanities & Social Sci. Electives,10.7281,7.2214,p0567|p0534|p0530|p0524|p0556,0.869|0.766|0.728|0.710|0.690,0.7789000272750854
p0537,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",,Global China Studies,141,text,"This major prepares students to engage, work with, and understand China in the twenty-first century. It provides students with opportunities to gain deep historical knowledge of China in the ancient, pre-modern, and modern periods, while focusing on the place and impact of China in the world—past, present, and future. Students will be exposed to debates about China’s philosophical traditions and their force in shaping China’s history and present; the political dynamics of development, decision-making, and grassroots protest; the importance of religion, entrepreneurialism, innovation, and social networks in China and beyond its borders; and the role of digital media, visual culture, and the internet in everyday social, economic and political life.",110,9,Major Overviews & Tracks,8.6673,7.7865,p0538|p0539|p0460|p0545|p0005,0.788|0.699|0.607|0.569|0.559,0.644599974155426
p0538,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",,Global China Studies,141,text,"This major recognizes that China has continually had a global presence for many centuries, deeply influencing people, cultures, technologies, ecologies and economies elsewhere in our world, and that its influence is now deepening even further as China prepares to become a major player in the realm of global politics and economics. This major will query the meanings of “China” as a nationstate, a region, and culture in a global setting, and provide students with a new set of analytical and critical thinking skills in order to purposefully engage the changing landscape of academics, business, government, policy, and the arts. This major has tracks in Chinese History, Economics, Philosophy, Religious Studies and Political Science.",113,9,Major Overviews & Tracks,8.5014,7.8161,p0539|p0537|p0460|p0569|p0005,0.834|0.788|0.658|0.622|0.613,0.7013000249862671
p0539,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",,Global China Studies,141,text,"The major in Global China Studies prepares students for a world in which China—and Chinese firms, organizations, and individuals—are at the center of shaping the 21st century. It prepares international students for their lifelong engagement with China: its polity, economy, and society. It prepares Chinese students to navigate the wider world with a firm understanding of their own roots, their unique history and institutions, and the ability to see their own country as others see it. It prepares students for careers in business, the professions, and public service with a foundational knowledge of China’s global role, past, present and future.",100,9,Major Overviews & Tracks,8.4446,7.736,p0538|p0537|p0569|p0005|p0353,0.834|0.699|0.635|0.625|0.616,0.6295999884605408
p0542,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Interdisciplinary Courses,Global China Studies,142,table,Interdisciplinary Courses: GCHINA 201 From Empire to Nation (4 credits); GCHINA 202 Modern Chinese Politics (4 credits); GCHINA 203 Visual China (4 credits); GCHINA 301/ POLECON 302 China’s Economic Transition (4 credits); GCHINA 302 The Factory: From Socialist Industrialism to World Assembly (4 credits); GCHINA 390 Junior Seminar: Advanced Topics (4 credits); GCHINA 490 Senior Seminar: Advanced Topics (4 credits),60,3,Humanities & Social Sci. Major Courses,10.424,7.841,p0460|p0606|p0690|p0572|p0725,0.812|0.762|0.758|0.751|0.691,0.8557000160217285
p0543,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Disciplinary Courses,Global China Studies,142,table,"Disciplinary Courses: Take one of the following two Pre-Modern Chinese History courses; HIST 101 Ancient Chinese History (4 credits); HIST 102 Medieval Chinese History (4 credits); And take the following two courses; HIST 103 Premodern Chinese History (4 credits); HIST 201 History Methods and Research (4 credits); And an additional 4-credit Chinese History course (200-400 level) (i.e., history courses among the electives recommended for this major) (4 credits); And one 4-credit non-Chinese History course (100-400 level) (i.e., any history course not listed among the electives recommended for this major) (4 credits)",91,3,Humanities & Social Sci. Major Courses,10.1774,6.5347,p0474|p0573|p0645|p0546|p0714,0.740|0.724|0.723|0.715|0.701,0.725600004196167
p0545,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Electives,Global China Studies,143,table,"Electives: POLECON 105 China and the Global South (2 credits); HIST 108 Shanghai Nightscapes: A Nocturnal History of the City (2 credits); LIT 108 / MEDIART 108 Love and Dreams on the Chinese Stage (2 credits); HIST 109 Everyday Maoism in Objects: Revolution, Culture, and Life (2 credits); CULMOVE 115 Displacement and Identity: Stories of Diasporic Migration in China and the World (2 credits); HIST 117 Sounds and the Chinese City: Live Music Scenes in Urban China (2 credits); HIST 205 Shanghai: From Treaty Port to Global Metropolis (4 credits); HIST 217 / MEDIART 217 Ancient and Imperial Chinese Art (4 credits); HIST 301 China in Global Perspective 1: China and the Silk Roads World: 500-1500 (4 credits); HIST 302 China in Global Perspective 2: The Internationalization of Modern China (4 credits); HIST 303 China and the US Comparative 1: The United States and China in War and Revolution (4 credits); HIST 304 China and the US Comparative 2 The World of Universities in China and the United States (4 credits);",171,0,Humanities & Social Sci. Electives,10.4232,6.9193,p0476|p0546|p0561|p0576|p0647,0.750|0.741|0.722|0.713|0.707,0.8014000058174133
p0546,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Electives,Global China Studies,143,table,"HIST 305 Special Topics course in History of Chinese Institutions (4 credits); HIST 306 The United States and China in War and Revolution (4 credits); CULANTH 306 Borders, Boundaries and Ethnic Peoples in China (4 credits)",36,3,Humanities & Social Sci. Major Courses,10.4025,6.7017,p0477|p0545|p0476|p0543|p0473,0.754|0.741|0.717|0.715|0.683,0.7979000210762024
p0547,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Divisional Foundation Courses,Global China Studies,144,table,Divisional Foundation Courses: SOSC 101 Foundational Questions in Social Science (4 credits); STATS 101 Introduction to Applied Statistical Methods (4 credits); And take one of the following two math courses; MATH 101 Introductory Calculus (4 credits); MATH 105 Calculus (4 credits),41,6,STEM Course Requirements,9.1029,10.3088,p0449|p0597|p0605|p0419|p0509,0.963|0.933|0.931|0.895|0.880,0.6065000295639038
p0549,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Disciplinary Courses,Global China Studies,144,table,Disciplinary Courses: ECON 101 Economics Principles (4 credits); ECON 201 Intermediate Microeconomics I (4 credits); ECON 202 Intermediate Microeconomics II (4 credits); ECON 203 Introduction to Econometrics (4 credits); ECON 204 Intermediate Macroeconomics (4 credits),35,6,STEM Course Requirements,10.6035,8.5827,p0511|p0620|p0690|p0495|p0451,0.805|0.763|0.741|0.706|0.692,0.6611999869346619
p0551,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Electives,Global China Studies,145,table,"Electives: POLECON 105 China and the Global South (2 credits); COMPSCI 206 / ECON 206 Computational Microeconomics (4 credits); ECON 211 Intelligent Economics: An Explainable AI approach (4 credits); ECON 301 Health Economics (4 credits); ECON 302/ENVIR 302 Environmental Economics & Policy (4 credits); ECON 303 Financial Institutions (4 credits); ECON 304 Economic Growth (4 credits); ECON 307 History of Monetary & International Crises (4 credits); ECON 308 Economic History and Modernization of the Islamic Middle East (4 credits); ECON 309 Behavioral Finance (4 credits); ECON 310 Urban Economics (4 credits); ECON 314 International Trade (4 credits); MATH 316 / ECON 316 Discrete Time Finance (4 credits); ECON 401 Competitive Strategy & Industrial Organization (4 credits); ECON 402 International Finance (4 credits); ECON 404/ENVIR 404 Environmental Justice: The Economics of Race, Place and Pollution (4 credits); POLSCI 307 Political Economy of Institutions (4 credits); POLECON 401 / GCHINA 401 Political Economy of the Chinese Reform (4 credits)",157,0,Humanities & Social Sci. Electives,11.098,8.2417,p0694|p0609|p0610|p0451|p0693,0.919|0.918|0.854|0.744|0.740,0.7522000074386597
p0556,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Electives,Global China Studies,147,table,Electives: PHIL 103 Chinese and Mediterranean Philosophy (4 credits); PHIL 106 Global Philosophy (4 credits); PHIL 107 What’s the Right Thing to Do? Ethics and Justice in the Modern World (4 credits); PHIL 108 Philosophy and Ethics of Artificial Intelligence (2 credits); PHIL 109 Philosophy Through Computer Science (2 credits); PHIL 110 Philosophy and Sport (2 credits); PHIL 112 Thinking and Doing (2 credits); PHIL 202 Problems in Philosophy of Science (4 credits); PHIL 301 Philosophy of Mind (4 credits); POLSCI 311/ SOCIOL 311 / PHIL 311 The Political and Social Thought of Hannah Arendt (4 credits),97,0,Humanities & Social Sci. Electives,11.0355,7.3772,p0524|p0567|p0522|p0525|p0536,0.939|0.752|0.724|0.717|0.690,0.7245000004768372
p0557,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Divisional Foundation Courses,Global China Studies,148,table,Divisional Foundation Courses: SOSC 101 Foundational Questions in Social Science (4 credits); ARHU 101 The Art of Interpretation: Written Texts (4 credits); STATS 101 Introduction to Applied Statistical Methods (4 credits),31,3,Humanities & Social Sci. Major Courses,9.6357,8.5921,p0526|p0459|p0471|p0547|p0449,0.878|0.875|0.874|0.791|0.745,0.6080999970436096
p0559,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Disciplinary Courses,Global China Studies,148,table,Disciplinary Courses: POLSCI 101 International Politics (4 credits); POLSCI 201 Political Institutions and Processes (4 credits); ETHLDR 203 Conceptions of Democracy and Meritocracy (4 credits); POLSCI 303 International Politics of East Asia (4 credits); POLSCI 302 Public Opinion (4 credits),40,3,Humanities & Social Sci. Major Courses,10.7981,7.6127,p0697|p0725|p0613|p0606|p0727,0.959|0.953|0.921|0.758|0.758,0.7573999762535095
p0561,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Electives,Global China Studies,149,table,"Electives: POLSCI 102 Social Choice and Democracy (4 credits); POLSCI 105 Contemporary Political Ideologies (2 credits); POLECON 105 China and the Global South (2 credits); CULMOVE 115 Displacement and Identity: Stories of Diasporic Migration in China and the World (2 credits); POLSCI 208 Political and Social Inequality (4 credits); POLSCI 209 Democratic Erosion (2 credits); POLSCI 210 International Relations in East Asia (4 credits); POLSCI 211/LIT 211 Politics and Literature (4 credits); POLSCI 212 Pathologies of Modern Society: Foundational Ideas (4 credits); POLSCI 216 War and Peace: Foundations of the International Political Order (2 credits); POLSCI 221 US/China Relations (4 credits); POLSCI 303 International Politics of East Asia (4 credits); CULANTH 306 Borders, Boundaries and Ethnic Peoples in China (4 credits); POLSCI 307 Political Economy of Institutions (4 credits); POLSCI 308 Global Governance (4 credits); POLSCI 311/ SOCIOL 311 /PHIL 311 The Political and Social Thought of Hannah Arendt (4 credits); POLSCI 313 /PSYCH 313 Political Psychology (4 credits); SOSC 320 Data in the World: Applied Social Statistics (4 credits);",170,0,Humanities & Social Sci. Electives,11.1036,7.2308,p0615|p0727|p0617|p0470|p0725,0.912|0.855|0.786|0.784|0.766,0.8252999782562256
p0562,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Electives,Global China Studies,149,table,POLECON 401 /GCHINA 401 Political Economy of the Chinese Reform (4 credits),12,0,Humanities & Social Sci. Electives,10.8035,7.9477,p0542|p0551|p0690|p0609|p0545,0.628|0.609|0.598|0.587|0.586,0.6302000284194946
p0567,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),"Global China Studies with tracks in Chinese History, Economics, Philosophy, Political Science and Religious Studies",Electives,Global China Studies,151,table,"Electives: RELIG 102 Prophets and Priests (4 credits); PHIL 102 Introduction to Classical Chinese Philosophy (4 credits); RELIG 103 Law and Revelation (4 credits); PHIL 103 Chinese and Mediterranean Philosophy (4 credits); RELIG 104 Myth and Nation (4 credits); RELIG 105 Gods and People (4 credits); RELIG 107 Readings in Religious Literature (2 credits); RELIG 202 Modern Buddhism (4 credits); RELIG 204 The Problem of Evil (4 credits); RELIG 303 The Human Condition (4 credits); RELIG 304 Ethics in Religious Perspective (4 credits); CULANTH 306 Borders, Boundaries and Ethnic Peoples in China (4 credits)",94,0,Humanities & Social Sci. Electives,10.5784,7.1524,p0536|p0524|p0556|p0534|p0477,0.869|0.761|0.752|0.748|0.698,0.7651000022888184
p0568,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,,Global Cultural Studies,152,text,"Cultural Studies is an interdisciplinary field of research and teaching that investigates the forms of life and culture produced in today’s interconnected world. Combining the strengths of the social sciences and the humanities, and drawing on methods and theories from literary studies, cultural anthropology, history, sociology, media studies, film studies, communications, economics, etc., Cultural Studies explores ways in which “culture” creates and transforms individual experiences, everyday life, social relations and power. With its attentiveness to power relations, hegemony, inequality and diversity, Cultural Studies has a productive role to play in building a better world. Put simply, Cultural Studies is not just an abstract academic field but a production of knowledge that has real world implications.",115,9,Major Overviews & Tracks,8.6369,7.3681,p0569|p0639|p0640|p0456|p0457,0.733|0.577|0.565|0.561|0.552,0.5515000224113464
p0569,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,,Global Cultural Studies,152,text,"Focusing on the practical and theoretical issues arising from cross-cultural encounters around the world, Cultural Studies examines conventional cultural products (literature, history, film, visual art, music, social media, new technology, etc.) and also their broader political and social contexts (colonialism, modernity, capitalism, etc.). In today's era of economic globalization and neoliberal restructuring, the language of culture is increasingly heard in debates about issues as diverse as nationalism, political conflicts, human rights, immigration, trade, the environment, media, history, literacy, and education. In the new millennium, increasing students’ capacity to live with and understand the heterogeneity and flux that characterize global flows of people, culture, and capital is of paramount importance. The major in Global Cultural Studies has tracks in World Literature and in World History and imparts students with skills and competency in critical thinking, cultural analysis, and communication for careers in education, creative industry, NGOs and international business and law.",150,9,Major Overviews & Tracks,8.522,7.4944,p0568|p0539|p0538|p0517|p0457,0.733|0.635|0.622|0.581|0.579,0.6686999797821045
p0571,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Divisional Foundation Courses,Global Cultural Studies,153,table,Divisional Foundation Courses: ARHU 101 The Art of Interpretation: Written Texts (4 credits); ARHU 102 The Art of Interpretation: Images and Sound (4 credits),24,3,Humanities & Social Sci. Major Courses,9.6287,8.1601,p0526|p0471|p0443|p0445|p0534,0.788|0.720|0.635|0.627|0.607,0.6428999900817871
p0572,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Interdisciplinary Courses,Global Cultural Studies,153,table,"Interdisciplinary Courses: GCULS 105 Critical Comparative Studies (4 credits); GCULS 201 Culture and Industry (4 credits); CULMOVE 201 Migration, Inequality and Culture (4 credits); GCULS 202 Empires and Culture (4 credits); GCULS 302 Gender and Globality (4 credits); GCULS 390 Junior Seminar: Advanced Topics (4 credits); GCULS 490 Senior Seminar: Advanced Topics (4 credits)",54,3,Humanities & Social Sci. Major Courses,10.2513,7.9164,p0542|p0460|p0591|p0455|p0713,0.751|0.743|0.721|0.684|0.679,0.8034999966621399
p0573,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Disciplinary Courses,Global Cultural Studies,154,table,"Disciplinary Courses: HIST 201 History Methods and Research (4 credits); And choose one of the following five Pre-Modern World History courses; HIST 111 Ancient Roots to Global Routes (4 credits); HIST 112 History of the Indian Ocean World (4 credits); HIST 113 Peoples and Cultures of Ancient South Asia, 3500BCE-1750CE (4 credits); HIST 202 World History and Global Interactions (4 credits); HIST 312 Southeast Asia and the Rise of Global Trade (4 credits); And choose one of the following three Modern World History courses; HIST 110 Historical Perspectives on Contemporary Global Issues (4 credits); HIST 313 Southeast Asia from the Age of Imperialism to the Global Cold War (4 credits); HIST 410 The Spice Race: How the Spice Trade shaped our World (4 credits); And a third 4-credit World History course (200-400 level) (i.e., history courses among the electives recommended for this major or other history courses listed under pre-modern or modern World History courses) (4 credits); And one 4-credit non-World History course (100-400 level) (i.e., any history course not listed among the electives recommended for this major) (4 credits)",180,3,Humanities & Social Sci. Major Courses,10.2585,6.489,p0474|p0473|p0543|p0645|p0714,0.941|0.869|0.724|0.716|0.702,0.7386999726295471
p0575,Part 10: Majors and Courses,10,P10 Majors,Majors (listed in alphabetical order),Global Cultural Studies with tracks in World History and World Literature,Electives,Global Cultural Studies,154,table,"Electives: GCULS 107 Berlin-Paris: Sex, Cigarettes, and the Meaning of Life (2 credits); HIST 107 Gandhi and Moral Leadership (4 credits); GCULS 108 Science, Culture, and Politics (2 credits); MEDIART 112 Race on Film (2 credits)",36,0,Humanities & Social Sci. Electives,10.0176,7.0879,p0476|p0648|p0530|p0584|p0582,0.699|0.698|0.694|0.692|0.682,0.7587000131607056
